"year","sitecode","section","reach","pass","unitnum","unittype","vert_index","pitnumber","species","length_1_mm","length_2_mm","weight_g","clip","sampledate","notes"
1987,"MACKCC-L","CC","L",1,6,"SC",1,,"Cutthroat trout",101,,9.55,"NONE",1987-10-07,
1987,"MACKCC-L","CC","L",1,6,"SC",2,,"Cutthroat trout",58,,2,"NONE",1987-10-07,
1987,"MACKCC-L","CC","L",1,6,"SC",3,,"Cutthroat trout",52,,1.25,"NONE",1987-10-07,
1987,"MACKCC-L","CC","L",1,6,"SC",4,,"Cutthroat trout",28,,6.3,"NONE",1987-10-07,
1987,"MACKCC-L","CC","L",1,6,"SC",5,,"Cutthroat trout",65,,2.35,"NONE",1987-10-07,
1987,"MACKCC-L","CC","L",1,6,"SC",6,,"Cutthroat trout",61,,1.9,"NONE",1987-10-07,
1987,"MACKCC-L","CC","L",1,6,"SC",7,,"Cutthroat trout",62,,2.15,"NONE",1987-10-07,
1987,"MACKCC-L","CC","L",1,6,"SC",8,,"Cutthroat trout",135,,19.4,"NONE",1987-10-07,
1987,"MACKCC-L","CC","L",1,6,"SC",9,,"Cutthroat trout",61,,2.3,"NONE",1987-10-07,
1987,"MACKCC-L","CC","L",1,6,"SC",10,,"Cutthroat trout",106,,10.75,"NONE",1987-10-07,
1987,"MACKCC-L","CC","L",1,6,"SC",11,,"Cutthroat trout",88,,5.2,"NONE",1987-10-07,
1987,"MACKCC-L","CC","L",1,6,"SC",12,,"Cutthroat trout",103,,9.6,"NONE",1987-10-07,
1987,"MACKCC-L","CC","L",1,6,"SC",13,,"Cutthroat trout",107,,9.5,"NONE",1987-10-07,
1987,"MACKCC-L","CC","L",1,6,"SC",14,,"Cutthroat trout",53,,1.65,"NONE",1987-10-07,
1987,"MACKCC-L","CC","L",1,6,"SC",15,,"Cutthroat trout",81,,4.5,"NONE",1987-10-07,
1987,"MACKCC-L","CC","L",1,6,"SC",16,,"Cutthroat trout",58,,1.7,"NONE",1987-10-07,
1987,"MACKCC-L","CC","L",1,6,"SC",17,,"Cutthroat trout",68,,2.45,"NONE",1987-10-07,
1987,"MACKCC-L","CC","L",1,6,"SC",18,,"Cutthroat trout",57,,2.15,"NONE",1987-10-07,
1987,"MACKCC-L","CC","L",1,6,"SC",19,,"Cutthroat trout",65,,2.7,"NONE",1987-10-07,
1987,"MACKCC-L","CC","L",1,6,"SC",20,,"Cutthroat trout",59,,1.65,"NONE",1987-10-07,
1987,"MACKCC-L","CC","L",1,6,"SC",21,,"Cutthroat trout",51,,1.45,"NONE",1987-10-07,
1987,"MACKCC-L","CC","L",1,6,"SC",22,,"Cutthroat trout",59,,1.25,"NONE",1987-10-07,
1987,"MACKCC-L","CC","L",1,6,"SC",23,,"Cutthroat trout",58,,1.25,"NONE",1987-10-07,
1987,"MACKCC-L","CC","L",1,6,"SC",24,,"Cutthroat trout",58,,1.85,"NONE",1987-10-07,
1987,"MACKCC-L","CC","L",1,6,"SC",25,,"Cutthroat trout",53,,1.65,"NONE",1987-10-07,
1987,"MACKCC-L","CC","L",1,6,"SC",26,,"Cutthroat trout",55,,1.75,"NONE",1987-10-07,
1987,"MACKCC-L","CC","L",1,6,"SC",27,,"Cutthroat trout",58,,2,"NONE",1987-10-07,
1987,"MACKCC-L","CC","L",1,6,"SC",28,,"Cutthroat trout",55,,1.7,"NONE",1987-10-07,
1987,"MACKCC-L","CC","L",1,6,"SC",29,,"Cutthroat trout",57,,1.85,"NONE",1987-10-07,
1987,"MACKCC-L","CC","L",2,1,"R",1,,"Cutthroat trout",61,,2.15,"NONE",1987-10-07,
1987,"MACKCC-L","CC","L",2,1,"R",2,,"Cutthroat trout",98,,9.65,"NONE",1987-10-07,
1987,"MACKCC-L","CC","L",2,1,"R",3,,"Cutthroat trout",92,,6.95,"NONE",1987-10-07,
1987,"MACKCC-L","CC","L",2,1,"R",4,,"Cutthroat trout",92,,6.95,"NONE",1987-10-07,
1987,"MACKCC-L","CC","L",2,1,"R",5,,"Cutthroat trout",121,,16.8,"NONE",1987-10-07,
1987,"MACKCC-L","CC","L",2,1,"R",6,,"Cutthroat trout",106,,10,"NONE",1987-10-07,
1987,"MACKCC-L","CC","L",2,2,"C",1,,"Cutthroat trout",96,,7.35,"NONE",1987-10-07,
1987,"MACKCC-L","CC","L",2,2,"C",2,,"Cutthroat trout",97,,8.5,"NONE",1987-10-07,
1987,"MACKCC-L","CC","L",2,2,"C",3,,"Cutthroat trout",101,,8.7,"NONE",1987-10-07,
1987,"MACKCC-L","CC","L",2,4,"P",1,,"Cutthroat trout",57,,2.15,"NONE",1987-10-07,
1987,"MACKCC-L","CC","L",2,4,"P",2,,"Cutthroat trout",122,,15.25,"NONE",1987-10-07,
1987,"MACKCC-L","CC","L",2,4,"P",3,,"Cutthroat trout",102,,11.3,"NONE",1987-10-07,
1987,"MACKCC-L","CC","L",2,4,"P",4,,"Cutthroat trout",119,,18.5,"NONE",1987-10-07,
1987,"MACKCC-L","CC","L",2,4,"P",5,,"Cutthroat trout",158,,33.6,"NONE",1987-10-07,
1987,"MACKCC-L","CC","L",2,5,"C",1,,"Cutthroat trout",85,,5,"NONE",1987-10-07,
1987,"MACKCC-L","CC","L",2,6,"SC",1,,"Cutthroat trout",55,,1.65,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,7,"P",1,,"Cutthroat trout",59,,1.85,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,7,"P",2,,"Cutthroat trout",95,,7.2,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,7,"P",3,,"Cutthroat trout",108,,10.45,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,7,"P",4,,"Cutthroat trout",114,,11.7,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,7,"P",5,,"Cutthroat trout",115,,15.5,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,7,"P",6,,"Cutthroat trout",166,,37.15,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,7,"P",7,,"Cutthroat trout",145,,27.8,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,7,"P",8,,"Cutthroat trout",184,,64.2,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,7,"P",9,,"Cutthroat trout",140,,23.4,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,7,"P",10,,"Cutthroat trout",151,,31.2,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,7,"P",11,,"Cutthroat trout",133,,19.5,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,7,"P",12,,"Cutthroat trout",124,,17.15,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,7,"P",13,,"Cutthroat trout",130,,19.25,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,7,"P",14,,"Cutthroat trout",88,,6.5,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,7,"P",15,,"Cutthroat trout",107,,10.65,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,7,"P",16,,"Cutthroat trout",94,,6.85,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,7,"P",17,,"Cutthroat trout",69,,3.5,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,7,"P",18,,"Cutthroat trout",57,,2.2,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,7,"P",19,,"Cutthroat trout",92,,6.05,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,7,"P",20,,"Cutthroat trout",89,,6.55,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,8,"C",1,,"Cutthroat trout",60,,1.95,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,8,"C",2,,"Cutthroat trout",147,,30.15,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,8,"C",3,,"Cutthroat trout",150,,28.1,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,8,"C",4,,"Cutthroat trout",56,,1.8,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,8,"C",5,,"Cutthroat trout",62,,2,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,8,"C",6,,"Cutthroat trout",53,,1.55,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,8,"C",7,,"Cutthroat trout",57,,2.15,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,8,"C",8,,"Cutthroat trout",52,,1.5,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,8,"C",9,,"Cutthroat trout",101,,8.6,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,8,"C",10,,"Cutthroat trout",100,,9.25,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,8,"C",11,,"Cutthroat trout",112,,12.25,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,8,"C",12,,"Cutthroat trout",136,,21.05,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,8,"C",13,,"Cutthroat trout",133,,22.55,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,8,"C",14,,"Cutthroat trout",94,,7.15,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,8,"C",15,,"Cutthroat trout",52,,1.25,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,8,"C",16,,"Cutthroat trout",97,,7.8,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,8,"C",17,,"Cutthroat trout",106,,9.8,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,8,"C",18,,"Cutthroat trout",85,,5.65,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,8,"C",19,,"Cutthroat trout",105,,9.75,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,8,"C",20,,"Cutthroat trout",143,,24,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,8,"C",21,,"Cutthroat trout",148,,28.9,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,8,"C",22,,"Cutthroat trout",96,,7.6,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,8,"C",23,,"Cutthroat trout",122,,15.4,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,8,"C",24,,"Cutthroat trout",127,,17.1,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,8,"C",25,,"Cutthroat trout",117,,13.55,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,9,"SC",1,,"Cutthroat trout",65,,2.4,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,9,"SC",2,,"Cutthroat trout",65,,2.45,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,9,"SC",3,,"Cutthroat trout",98,,9.35,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,9,"SC",4,,"Cutthroat trout",131,,21.3,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,9,"SC",5,,"Cutthroat trout",120,,15.4,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,9,"SC",6,,"Cutthroat trout",139,,27.75,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,9,"SC",7,,"Cutthroat trout",95,,8.55,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,9,"SC",8,,"Cutthroat trout",88,,6.3,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,9,"SC",9,,"Cutthroat trout",61,,2.15,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,9,"SC",10,,"Cutthroat trout",63,,2.1,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,9,"SC",11,,"Cutthroat trout",105,,10.55,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,9,"SC",12,,"Cutthroat trout",63,,2.2,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,9,"SC",13,,"Cutthroat trout",59,,2.35,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,9,"SC",14,,"Cutthroat trout",60,,1.9,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,9,"SC",15,,"Cutthroat trout",53,,1.6,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,9,"SC",16,,"Cutthroat trout",71,,3.25,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,9,"SC",17,,"Cutthroat trout",56,,1.6,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,9,"SC",18,,"Cutthroat trout",61,,2.5,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,9,"SC",19,,"Cutthroat trout",51,,1.2,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,10,"P",1,,"Cutthroat trout",98,,8.65,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,10,"P",2,,"Cutthroat trout",43,,0.45,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,10,"P",3,,"Cutthroat trout",51,,1.2,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,10,"P",4,,"Cutthroat trout",53,,1.25,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,10,"P",5,,"Cutthroat trout",144,,25.8,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,10,"P",6,,"Cutthroat trout",131,,20.65,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,10,"P",7,,"Cutthroat trout",131,,19.75,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,10,"P",8,,"Cutthroat trout",106,,9.65,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,10,"P",9,,"Cutthroat trout",120,,14.55,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,10,"P",10,,"Cutthroat trout",165,,40.5,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,10,"P",11,,"Cutthroat trout",48,,1.05,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,10,"P",12,,"Cutthroat trout",49,,1.2,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,10,"P",13,,"Cutthroat trout",62,,2.75,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,11,"C",1,,"Cutthroat trout",72,,3.6,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,11,"C",2,,"Cutthroat trout",128,,19.3,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,11,"C",3,,"Cutthroat trout",47,,1.1,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,11,"C",4,,"Cutthroat trout",126,,18.7,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,11,"C",5,,"Cutthroat trout",99,,8.95,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,11,"C",6,,"Cutthroat trout",86,,6,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,11,"C",7,,"Cutthroat trout",130,,18.65,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,11,"C",8,,"Cutthroat trout",123,,16.7,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,11,"C",9,,"Cutthroat trout",104,,10.05,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,11,"C",10,,"Cutthroat trout",66,,2.55,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",1,11,"C",11,,"Cutthroat trout",65,,2.75,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",2,7,"P",1,,"Cutthroat trout",132,,19.55,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",2,7,"P",2,,"Cutthroat trout",124,,16,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",2,7,"P",3,,"Cutthroat trout",123,,16.05,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",2,7,"P",4,,"Cutthroat trout",95,,8.85,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",2,7,"P",5,,"Cutthroat trout",63,,2.8,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",2,8,"C",1,,"Cutthroat trout",107,,10.75,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",2,8,"C",2,,"Cutthroat trout",91,,6.8,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",2,8,"C",3,,"Cutthroat trout",93,,6.8,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",2,8,"C",4,,"Cutthroat trout",102,,8.4,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",2,8,"C",5,,"Cutthroat trout",92,,6.35,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",2,8,"C",6,,"Cutthroat trout",91,,6.45,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",2,8,"C",7,,"Cutthroat trout",60,,2.5,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",2,8,"C",8,,"Cutthroat trout",53,,1.65,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",2,9,"SC",1,,"Cutthroat trout",60,,2,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",2,9,"SC",2,,"Cutthroat trout",104,,12.25,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",2,9,"SC",3,,"Cutthroat trout",51,,1.25,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",2,9,"SC",4,,"Cutthroat trout",86,,6.65,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",2,9,"SC",5,,"Cutthroat trout",116,,14.7,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",2,9,"SC",6,,"Cutthroat trout",105,,10.4,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",2,9,"SC",7,,"Cutthroat trout",57,,1.65,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",2,10,"P",1,,"Cutthroat trout",64,,2.7,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",2,10,"P",2,,"Cutthroat trout",55,,1.7,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",2,10,"P",3,,"Cutthroat trout",118,,14.4,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",2,10,"P",4,,"Cutthroat trout",104,,9.05,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",2,11,"C",1,,"Cutthroat trout",58,,1.7,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",2,11,"C",2,,"Cutthroat trout",63,,2.6,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",2,11,"C",3,,"Cutthroat trout",69,,3,"NONE",1987-10-07,
1987,"MACKCC-M","CC","M",2,11,"C",4,,"Cutthroat trout",57,,2.2,"NONE",1987-10-07,
1987,"MACKCC-U","CC","U",1,15,"C",1,,"Cutthroat trout",89,,5.9,"NONE",1987-10-07,
1987,"MACKCC-U","CC","U",1,15,"C",2,,"Cutthroat trout",63,,2.95,"NONE",1987-10-07,
1987,"MACKCC-U","CC","U",1,15,"C",3,,"Cutthroat trout",76,,3.65,"NONE",1987-10-07,
1987,"MACKCC-U","CC","U",1,15,"C",4,,"Cutthroat trout",72,,3.35,"NONE",1987-10-07,
1987,"MACKCC-U","CC","U",1,15,"C",5,,"Cutthroat trout",109,,11,"NONE",1987-10-07,
